"Time","iRTT","port_source","port_dest","Protocol","Length"
"0.000350","0.000350","443","52680","TCP","1494"
"0.001680","0.001680","443","52680","TCP","1494"
"0.000352","0.000352","443","52680","TCP","1494"
"0.000552","0.000552","52680","443","TCP","66"
"0.001071","0.001071","443","52680","TLSv1.3","1494"
"0.000350","0.000350","443","52680","TCP","1494"
"0.001422","0.001422","52680","443","TCP","66"
"0.000443","0.000443","443","52680","TCP","1494"
"0.000350","0.000350","443","52680","TCP","1494"
"0.001629","0.001629","443","52680","TCP","1494"
"0.000423","0.000423","443","52680","TCP","1494"
"0.001621","0.001621","443","52680","TCP","1494"
"0.000351","0.000351","443","52680","TCP","1494"
"0.001633","0.001633","443","52680","TCP","1494"
"0.000347","0.000347","443","52680","TCP","1494"
"0.001619","0.001619","443","52680","TCP","1494"
"0.000349","0.000349","443","52680","TLSv1.3","1494"
"0.001662","0.001662","443","52680","TCP","1494"
"0.000345","0.000345","443","52680","TCP","1494"
"0.001601","0.001601","443","52680","TCP","1494"
"0.000352","0.000352","443","52680","TCP","1494"
"0.001992","0.001992","443","52680","TCP","1494"
"0.000324","0.000324","443","52680","TCP","1494"
"0.001333","0.001333","443","52680","TCP","1494"
"0.000326","0.000326","443","52680","TCP","1494"
"0.012248","0.012248","443","52680","TCP","1494"
"0.000374","0.000374","443","52680","TCP","1494"
"0.000000","0.000000","443","52675","TCP","66"
"0.000575","0.000575","443","52680","TCP","1494"
"0.000352","0.000352","443","52680","TLSv1.3","1494"
"0.001724","0.001724","443","52680","TCP","1494"
"0.000376","0.000376","443","52680","TCP","1494"
"0.001270","0.001270","443","52680","TCP","1494"
"0.000349","0.000349","443","52680","TCP","1494"
"0.000946","0.000946","62280","3478","UDP","162"
"0.000126","0.000126","62280","3478","UDP","600"
"0.000000","0.000000","62280","3478","UDP","162"
"0.000000","0.000000","52680","443","TCP","66"
"0.000353","0.000353","443","52680","TCP","1494"
"0.000372","0.000372","443","52680","TCP","1494"
"0.001402","0.001402","443","52680","TCP","1494"
"0.000352","0.000352","443","52680","TCP","1494"
"0.000733","0.000733","3478","62280","RTCP","106"
"0.000551","0.000551","62280","3478","STUN","166"
"0.000154","0.000154","52680","443","TCP","66"
"0.000236","0.000236","443","52680","TCP","1494"
"0.000102","0.000102","62280","3478","UDP","155"
"0.000215","0.000215","443","52680","TCP","1494"
"0.000000","0.000000","52680","443","TCP","66"
"0.001048","0.001048","52680","443","TCP","66"
